Customer No.,Customer Name
C0025856,ΛΙΜΝΙΔΗΣ Κ. & ΣΙΑ Ε.Ε.
C0025857,ΧΥΤΗΡΙΑ ΚΑΡΔΙΤΣΑΣ
C0025860,ENERBIS IKE
C0025861,NEOMECH ΜΟΝ ΕΠΕ
C0025862,ΕΝΩΣΗ ΜΑΚΕΔΟΝΙΑΣ ΜΕΤΑΦΟΡΙΚΗ  ΑΕ
C0025863,ΚΥΡΙΑΖΙΔΗΣ Α ΚΑΙ ΣΙΑ ΟΕ
C0025867,ΑΛΦΕΙΟΣ-ΡΟΔΙ ΑΕ
C0025868,ΑΓΙΑΚΑΤΣΙΚΑΣ Σ. - ΓΕΩΡΓΑΤΣΕΛΟΣ Δ. ΟΕ
C0025871,LERIVA PHARMA AE
C0025872,ΒΙΡΤΣΙΟΥΑΛ ΓΚΑΡΝΤ ΙΔ.ΕΠΙΧ.ΠΑΡ.ΥΠ.ΑΣΦ. ΑΕ
C0025873,ΚΑΡΤΙΜΠΕΛΗΣ Χ & ΣΙΑ Ο.Ε
C0025875,TCC RETAIL MARKETING ΜΟΝ. ΕΠΕ
C0025876,ΑΓΡΟΣΥΜΒΟΥΛΟΣ Ι.Κ.Ε.
C0025879,ΑΣΚΑΡΙΔΗΣ ΕΥΣΤΑΘΙΟΣ & ΣΙΑ ΕΕ
C0025883,ΣΟΥΛΤΑΝΙΔΗ ΙΩΑΝ & ΔΙΟΝ. ΟΕ
C0025884,ΠΡΑΣΣΑΣ ΙΩΑΝΝΗΣ & ΣΙΑ ΕΕ
C0025885,ΗΛΕΚΤΡΟΛΟΓΙΚΗ ΕΛΑΣΣΟΝΑΣ Ο.Ε.
C0025888,ΨΥΧΟΓΙΟΣ Β. ΗΛΙΑΣ & ΣΙΑ ΕΕ
C0025890,ΑΝΜ ΕΝΕΡΓΕΙΑΚΗ ΜΟΝ. Ε.Π.Ε.
C0025891,ENEREL ΗΛΕΚΤΡΟΛΟΓΙΚΗ ΕΠΕ
C0025894,2 Κ PROJECT ΕΠΕ
C0025895,Μ.ΣΗΝΑΝ - Ρ.ΙΜΠΡΗΜ ΟΕ
C0025898,ΑΝΑΚΥΚΛΩΣΗ ΑΕΚΚ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔ. ΑΕ
C0025902,ΓΕΛΑΔΑΚΗΣ ΔΗΜΗΤΡΙΟΣ & ΣΙΑ ΕΕ
C0025903,ΤΣΑΚΝΑΚΗ ΑΦΟΙ ΑΘ. & ΣΙΑ Ο.Ε
C0025908,ΑΓΡΟΓΝΩΣΗ ΕΠΕ
C0025909,ΥΙΟΙ ΔΗΜΗΤΡΙΟΥ  ΚΟΤΖΑΜΠΑΣΗ  ΟΕ ΕΤΑΙΡΙΑ ΠΑΡΟΧΗΣ  ΥΠ
C0025910,ΑΦΟΙ ΚΕΦΑΛΑ Ο.Ε.
C0025911,flgroup IKE
C0025913,ATHENS AEROSERVICES AE
C0025915,ΗΛΙΟΔΥΝΑΜΙΚΗ Ζ.ΕΠΕ
C0025924,ΣΤΕΦΑΝΟΥ Κ.  - ΣΤΕΦΑΝΟΥ Γ. ΟΕ
C0025927,ΕΛΕΥΘΕΡΙΑΔΗΣ ΣΤ-ΕΛΕΥΘΕΡΙΑΔΗΣ ΙΟΡΔ ΟΕ
C0025929,NITROCHEM AE
C0025930,ΜΠΟΖΑΤΖΙΔΗΣ ΜΗΤΣΙΟΛΙΔΗΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ
C0025934,ΠΑΡΑΤΟΥΣ ΓΙΟΥΡΟΠ ΜΟΝ. ΕΠΕ
C0025936,ΣΤ. ΧΑΤΖΗΓΕΩΡΓΙΟΥ-Δ. Χ/ΓΕΩΡΓΙΟΥ & ΣΙΑ ΟΕ
C0025937,Α ΤΣΙΠΟΥΡΗ Ν ΧΑΤΖΗΦΩΤΗΣ ΚΑΙ ΣΙΑ ΟΕ
C0025938,ΙΣΤΟΠΑΘ/ΓΙΚΟ & ΚΥΤ/ΓΙΚΟ ΔΙΑΓΝ.ΕΡΓ.ΕΠΕ
C0025940,ΔΗΜΑΝΗ ΜΑΡΙΑ &ΣΙΑ Ε.Ε
C0025941,ΒΛΑΧΟΥ Μ. & ΣΙΑ ΟΕ -MEDARM MEDICAL
C0025943,ΚΟΤΣΑΛΗΣ Ι ΚΑΙ ΣΙΑ ΟΕ
C0025944,ΣΤΟΙΚΟΣ ΣΤ. & ΣΙΑ ΙΚΕ
C0025946,VLACHAKIS SYSTEMS L.T.D.
C0025947,ΤΣΑΜΗΣ ΧΡΗΣΤΟΣ & ΣΙΑ ΟΕ
C0025949,ΠΥΘΑΓΟΡΑΣ Α. ΜΟΝ. ΙΚΕ
C0025954,ATC ΟΡΚΩΤΟΙ ΕΛΕΓΚΤΕΣ ΛΟΓΙΣΤΕΣ ΕΠΕ
C0025955,MILLION KING ΑΕ
C0025959,ΑΔΑΜΙΔΟΥ Ε.& ΣΙΑ Ε.Ε.
C0025962,LEROS BOATYARD Ε.Π.Ε.
C0025963,ΜΗΧΑΝΙΚΗ ΕΠΕ
C0025965,ΣΙΝΤΟΥ ΑΒΡΑΜΙΝΑ & ΣΙΑ ΕΕ
C0025968,ΠΙΤΕΛΗΣ Π. & ΣΙΑ ΕΕ
C0025969,ΚΥΡΙΤΣΗ ΕΜΠΟΡΙΟ ΑΕ
C0025974,ΠΑΝΑΡΕΤΟΣ ΚΑΙ ΣΙΑ Ο Ε
C0025976,ΚΟΥΡΤΑΚΗΣ ΖΑΧ.-ΚΟΥΡΤΑΚΗΣ ΚΩΝ.ΟΕ
C0025977,ΚΟΥΓΙΟΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ
C0025978,ROPEROS ΕΙΔΗ ΕΝΔΥΣΗΣ & ΥΠΟΔΗΣΗΣ ΜΟΝ ΕΠΕ
C0025979,ΙΩΑΝΝΗΣ ΠΡΙΝΤΕΖΗΣ Κ ΣΙΑ ΟΕ
C0025981,ΜΙΧΑΗΛΙΔΗΣ ΕΝΕΡΓΕΙΑΚΗ ΕΠΕ
C0025984,ΤΟΡΗΣ ΖΗΣΗΣ & ΣΙΑ ΟΕ
C0025990,COSMODRINK S.A
C0025992,ΦΟΡΟΤΕΧΝΙΚΗ ΟΡΓΑΝΩΤΙΚΗ ΣΗΤΕΙΑΣ
C0025994,ΠΡΙΓΓΑΣ Χ-ΒΑΣΙΛΕΙΑΔΗΣ Α ΟΕ BAXI SERVICE
C0025997,ΕΠΑΓΓΕΛΜΑΤΙΚΟΣ ΟΔΗΓΟΣ
C0025999,AIR SEA TRAVEL-ΜΕΤΑΚ. ΤΑΞ/ΚΗ ΜΟΝ/ΠΗ ΕΠΕ
C0026001,ΝΑΤΣΗΣ Β ΠΑΠΑΒΑΣΙΛΕΙΟΥ Α ΟΕ
C0026002,ΣΙΔΕΡΗΣ Ι. & ΣΙΑ ΕΕ
C0026003,ΤΣΑΜΑΚΟΣ ΑΡΓΥΡΙΟΣ ΚΑΙ ΣΙΑ ΕΕ
C0026004,ΜΟΥΣΤΑΚΑΣ ΕΛΠ-ΧΑΡΟΥΛΗΣ ΧΑΡ. ΟΕ
C0026013,ACTION AUDITING AE
C0026014,ΒΕΣΚΟΥΚΗ ΧΡΙΣΤΙΝΑ κ ΣΙΑ ΕΕ
C0026015,ARMA ΜΟΝ. ΕΠΕ
C0026020,ΦΑΡΜΑΚΕΙΟ ΙΩΑΝΝΑ ΖΗΚΙΔΗ ΟΜΟΡΡΥΘΜΟΣ ΕΤΑΙΡΕΙΑ
C0026021,ΕΡΓΟΚΑΤΑΣΚΕΥΗ ΜΕΠΕ
C0026022,ΜΕΛΙΣΣΗΝΟΥ ΧΡΙΣΤΙΝΑ ΚΑΙ ΣΙΑ ΟΕ
C0026023,AUTOBEST CENTER ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ
C0026024,ΦΑΡΜΑΚΕΙΟ ΜΙΧΑΛΗ ΠΑΠΑΝΙΚΟΛΑΟΥ & ΣΙΑ Ο.Ε.
C0026027,ΦΑΡΜΑΚΕΙΟ ΔΕΡΒΕΝΙΩΤΑΚΗ ΕΛΙΣΣΑΒΕΤ ΚΑΙ ΣΙΑ ΟΕ
C0026030,ΜΙΚΡΟΣΚΟΠΗΣΗ ΕΠΕ
C0026034,PEPPER HELLAS
C0026036,ΕΜΙΡΛΗ ΜΑΡΙΑ ΕΠΕ
C0026037,ΚΟΥΚΙΟΥ Ε. ΜΟΝ. Ε.Π.Ε.
C0026039,ΚΑΚΑΡΑΣ Χ.-ΜΠΕΝΟΣ Α. Ο.Ε.
C0026048,ΙΑΚΩΒΙΔΗΣ ΝΙΚΟΛΑΟΣ ΚΑΙ ΙΟΡΔΑΝΗΣ Ο.Ε.(GIA)
C0026052,Γ.ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΣ-Ι.ΜΠΑΚΑΤΣΙΑΣ ΟΕ
C0026058,ΓΙΑΝΝΑΔΑΚΗΣ ΜΑΡΚΟΣ  Κ ΣΙΑ ΕΕ
C0026059,ΠΥΘΑΡΟΥΛΗΣ-ΧΡΙΣΤΑΚΗΣ Ο.Ε.
C0026060,CALL NET ΥΠΗΡΕΣΙΕΣ ΤΗΛΕΦΩΝΙΚΗΣ ΔΙΑΧΕΙΡΙΣΗΣ ΚΑΙ ΥΠΟ
C0026061,COSMETIC DERMA MEDICINE ΙΑΤΡΙΚΗ ΑΕ
C0026063,ΛΙΝΕΝ ΤΕΙΛΣ ΜΕΠΕ
C0026064,ΤΣΑΛΗΣ ΑΝΑΣΤΑΣΙΟΣ & ΣΙΑ Ο.Ε.
C0026071,ΞΕΝΙΚΑΚΗΣ Γ. ΚΑΙ & ΣΙΑ Ε.Ε
C0026072,ΑΙΔΟΝΙΔΗΣ Π. ΜΟΝ ΙΚΕ
C0026074,CRIS ΕΛΛΑΣ ΑΕ
C0026075,ABBVIE ΦΑΡΜΑΚΕΥΤΙΚΗ ΑΕ
C0026079,ΤΡΟΦΟΚΡΕΑΤΕΜΠΟΡΙΚΗ ΜΟΝ.ΕΠΕ
C0026082,STRESSING LIFTING MOVING SERVICES ΕΠΕ
C0026083,ΠΑΡΤΣΙΚΛΙΔΗΣ Δ. & ΣΙΑ ΕΕ
C0026088,ΑΤΜΑΚΟΜ AE
C0026090,ΔΙΑΔΙΚΤΥΑΚΕΣ ΔΗΜΟΠΡΑΣΙΕΣ ΟΧΗΜΑΤΩΝ ΕΠΕ
C0026092,Ι. ΦΡΟΝΙΜΑΚΗΣ & ΣΙΑ ΟΕ
C0026093,ΑΦΕΝΤΟΥΛΗ ΟΕ ΠΕΤΡΟΤΕΧΝΙΚΗ ΛΕΣΒΟΥ
C0026096,ΗΛΙΟΣ ΣΥΜΒΟΥΛΕΥΤΙΚΗ
C0026097,QS PROFESSIONAL ΜΟΝΟΠΡΟΣΩΠΗ ΕΠΕ
C0026106,ΒΕΡΩΝΗΣ Γ.- ΛΑΓΟΓΙΑΝΝΗΣ Ε. ΕΕ
C0026108,ΓΕΩΡΓΙΑΔΗΣ ΕΠΙΣΚΕΥΕΣ ΒΙΟΜ.ΕΓΚΑΤΑΣΤΑΣΕΩΝ
C0026109,ΤΣΙΡΩΝΗΣ ΛΕΩΝ. &ΣΙΑ Ε.Ε
C0026111,ΠΟΙΜΕΝΙΔΗΣ Β. - ΤΟΥΡΑΤΖΗΣ Α. Ο.Ε.
C0026113,HUMO  NERTIL - HUMO BLEDAR O.E.
C0026115,ΗΛΙΟΠΟΥΛΟΣ ΧΡ ΤΡΙΚΑΛΙΩΤΗΣ ΣΟΦ ΟΕ
C0026117,ΠΕΤΡΑΤΟΣ Π.  ΠΕΤΡΑΤΟΣ Δ. ΟΕ
C0026118,COMBO SCHOOL TOYS ΕΠΕ
C0026121,ΔΑΣΚΑΛΟΥ ΓΕΩΡΓΙΟΣ ΣΑΛΙΓΚΑΡΑΣ ΑΧΙΛΛΕΑΣ Ο Ε
C0026126,LILA VERNE ΜΟΝ/ΠΗ ΕΠΕ
C0026128,ΡΟΥΣΣΟΣ ΠΑΝΑΓΙΩΤΗΣ & ΣΙΑ Ο.Ε
C0026137,LIVE EXPERIENCES ΜΟΝ ΕΠΕ
C0026139,ΓΑΒΑΛΑ ΑΝ. & ΣΙΑ ΕΕ MODUM
C0026140,ΚΑ ΜΑΝ ΤΑΝΓΚ & ΣΙΑ Ε.Ε
C0026142,GREEK WOOD PRODUCTION
C0026143,ΜΠΙΝΙΧΑΚΗΣ Ι.Κ.Ε
C0026144,ΓΙΑΝΝΟΠΟΥΛΟΥ ΔΕΣΠΟΙΝΑ & ΣΙΑ ΟΕ
C0026145,ΚΕΣΙΔΟΥ ΣΟΦΙΑ & ΣΙΑ ΟΕ AG.DENTAL SOUTION
C0026146,ELGIO ΕΜΠΟΡΙΑ ΔΙΑΝΟΜΕΣ ΕΤΑΙΡΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝ
C0026148,ΣΟΥΦΛΕΡΗΣ ΧΡΗΣΤΟΣ ΜΟΝ. ΕΠΕ
C0026153,ΑΣΦΑΛΙΣΤΙΚΟΣ ΚΥΚΛΟΣ ΙΚΕ
C0026154,ΚΑΛΟΓΙΑΝΝΗΣ Σ.- ΚΟΡΡΟΣ Η. Ο.Ε.
C0026156,ΓΕΡΟΝΤΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ & ΓΕΩΡΓΙΟΣ ΟΕ
C0026157,ΓΚΑΤΖΕΛΗΣ ΑΝΑΣΤ. ΠΑΝΑΓΙΩΤΗΣ & ΣΙΑ ΟΕ
C0026159,ADVANTIS HEALTH  ΜΟΝΟΠΡΟΣΩΠΗ ΙΚΕ
C0026161,ΧΟΛΕΒΑΣ Κ - ΤΖΗΜΑΣ Γ Ο.Ε.
C0026162,ΒΙΟΜΑΖΑ Α.ΤΣΑΜΑΛΔΟΥΠΗΣ&ΣΙΑ ΟΕ
C0026163,COFFEE EPIRUS E.E
C0026164,ΜΠΟΓΛΟΥ ΜΑΡΚΕΤ Ε Ε
C0026165,ΕΚΠΑΙΔΕΥΣΗ Μ.ΕΠΕ
C0026168,ΚΡΕΤΣΟΒΑΛΗΣ Α ΠΑΣΧΟΥΛΑΣ Σ Ι Κ Ε
C0026170,ΚΑΡΑΜΠΕΛΑΣ ΑΔ.ΓΕΩΡ-ΚΑΡΑΜΠΕΛΑΣ ΙΩ.ΓΕΩΡ ΟΕ
C0026171,ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ ΓΡΑΔΟΣ ΙΩΑΝΝΗΣ ΙΚΕ
C0026176,ΡΟΥΜΠΗΣ ΦΩΤΙΟΣ ΚΑΙ ΣΙΑ Ε Ε
C0026178,ΔΑΝΟΠΟΥΛΟΣ Β & ΣΙΑ ΟΕ
C0026186,ΟΘΩΝΑΙΟΣ & ΣΥΝΕΡΓΑΤΕΣ ΜΟΝ. Ι.Κ.Ε.
C0026187,ELLA IKE
C0026189,ΚΡΑΤΑΙΟΝ ΜΟΝ.ΕΠΕ
C0026193,ΓΚΑΙΝΤΑΤΖΗΣ ΔΗΜ. & ΣΙΑ ΕΕ
C0026195,PANTELIDIS GROUP OF COMPANIES
C0026197,ΠΟΡΛΙΓΚΗ ΑΦΟΙ Ο.Ε
C0026198,IMEL EE
C0026200,PROFESSIONAL SECURITY ΜΕΠΕ
C0026202,ENPRO ΤΕΧΝΙΚΗ ΟΕ
C0026204,ΕΙΖΙ ΠΡΙΝΤ ΕΛΛΑΣ ΜΟΝ ΕΠΕ
C0026207,ALLWAN ΕΠΙΚΟΙΝΩΝΙΕΣ ΔΕΔΟΜΕΝΩΝ ΕΠΕ
C0026208,ΧΑΤΖΗΑΝΔΡΕΟΥ ΑΦΟΙ Ο.Ε.
C0026210,MED BUS & TRUCK CENTER A.E.
C0026213,BOOOM ΕΜΠΟΡΙΑ ΠΑΙΔΙΚΩΝ ΕΙΔΩΝ&ΠΑΙΧΝ. ΜΟΝ ΕΠΕ
C0026216,SMART4ALL TECHNOLOGIES IKE
C0026220,ΠΙΤΤΑΣ & ΔΡΑΓΝΗΣ ΕΠΕ
C0026222,ΑΦΟΙ ΙΩΑΝΝΟΥ ΛΥΤΡΑ & ΣΙΑ ΟΕ ΛΕΥΚΟΘΗΚΗ
C0026223,ALPHA PROLIPSIS ΙΑΤΡΙΚΗ ΕΠΕ
C0026225,Α.ΕΛΕΥΘΕΡΙΑΔΗΣ ΚΑΙ ΣΙΑ ΟΕ
C0026232,ΑΜΠΝΤΕΛ ΧΑΛΕΚ ΝΙΚΟΛΑΟΣ & ΣΙΑ ΟΕ
C0026235,ΚΤΗΜΑ ΤΟΠΛΟΥ ΑΕ
C0026236,ZANTE MEDICAL CARE
C0026239,ΜΥΘΟΣ ΓΚΡΟΥΠ ΕΠΕ
C0026240,ΦΙΑΜΕΓΚΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ & ΑΔΑΜΑΝΤΙΟΣ ΟΕ
C0026250,ΣΚΟΝΔΡΑ ΜΑΡΙΑ ΚΑΙ ΣΙΑ Ο Ε
C0026262,ΚΕΛΠΕΤΣΙΔΗΣ Ν. & ΣΙΑ ΟΕ
C0026263,GO MIKE
C0026267,ΑΦΟΙ ΘΩΜΑ ΠΑΠΑΝΤΩΝΙΟΥ ΟΕ
C0026277,ΣΕΡΒΕΙ ΝΤΙΤΖΙΤΑΛ ΦΩΤΟΒΟΛΤΑΙΚΑ ΜΟΝ ΑΕ
C0026278,CNP PHILIPPOPOULOS ΕΙΣΑΓΩΓΕΣ-ΕΞΑΓΩΓΕΣ ΟΕ
C0026288,ΜΕΤΑΞΑΣ ΑΝΤΩΝΗΣ & ΣΙΑ
C0026289,HORIZON ΜΟΝ. ΙΚΕ
C0026290,ΜΠΕΓΚΟΝΙΑ ΓΚΡΟΥΠ Μ.Ε.Π.Ε.
C0026291,ΤΖΩΡΤΖΑΚΗ Μ & Ρ
C0026296,ΑΘΑΝΑΣΟΠΟΥΛΟΥ ΕΥΓΕΝΙΑ ΙΚΕ
C0026297,ΚΟΣΜΑΣ Α ΚΑΙ ΣΙΑ Ε Ε
C0026298,ATHLETIC IKE
C0026301,ΚΥΤΤΑΡΟΔΙΑΓΝΩΣΗ Ε.Π.Ε.
C0026302,THESS ENERGY BANK SOLAR INVEST.1 ΜΟΝ. ΑΕ
C0026303,AEGORA ΓΕΝΙΚΗ ΕΜΠΟΡΙΚΗ ΕΕ
C0026305,ΔΑΝΕΙΑ ΕΝΕΧΥΡΑ ΜΥΤΙΛΗΝΗΣ Ε Ε
C0026306,STORE CORNER ΙΚΕ
C0026310,ΜΑΡΓΑΡΗΣ Θ. Κ ΣΙΑ ΟΕ
C0026312,BERRYPLASMA WORLD ΕΕ
C0026313,ANTOPACK A.E.
C0026314,Μ.& Δ. ΚΑΡΙΩΤΟΥ Ο.Ε.
C0026317,ΑΛΚΗΣ ΖΑΧΑΡΟΠΟΥΛΟΣ Κ ΣΙΑ ΟΕ
C0026318,ΕΝΔΟΣΚΟΠΙΚΕΣ ΕΦΑΡΜΟΓΕΣ ΕΛΙΞ ΜΟΝ. ΙΚΕ
C0026319,ΘΕΟΔΩΡΟΥ Γ.-ΚΡΑΜΠΟΥΣΑΝΟΣ Ε. ΟΕ
C0026320,ΑΦΟΙ ΓΡΗΓΟΡΑΤΟΥ ΟΕ PET VET 24
C0026323,CITY SHOWROOM EE
C0026324,ΧΑΡΑΛΑΜΠΟΥΣ Ε.- ΧΡΥΣΟΣΠΑΘΗΣ Γ. & ΣΙΑ ΟΕ
C0026326,ΦΟΡΟΤΕΧΝΕΣ Ο.Ε
C0026331,ΠΑΓΑΝΗΣ ΓΕΩΡΓΙΟΣ Κ ΣΙΑ ΕΕ
C0026332,ΑΘΑΝΑΣΙΟΥ ΜΑΡΙΑ & ΣΙΑ ΟΕ
C0026334,ΒΕΡΡΑΣ Χ.-ΤΣΑΚΝΑΚΗΣ Γ. & ΣΙΑ Ε.Ε.
C0026336,ANIMAPPS ΝΕΕΣ ΤΕΧΝΟΛΟΓΙΕΣ ΠΛΗΡΟΦ. ΑΕ
C0026337,PNR Ι.Κ.Ε.
C0026341,CRETA BLIND SINGLE MEMBER P.C
C0026345,NEWWOOD Ι.Κ.Ε
C0026346,ΠΑΡΑΣΚΕΥΗ ΧΡ ΧΡΙΣΤΟΠΟΥΛΟΥ ΕΚΔΟΣΕΙΣ ΓΝΩΜΗ Μ ΕΠΕ
C0026348,ANEMOMYLOS TRAVEL ΙΚΕ
C0026350,ΠΡΟΛΗΨΗ ΙΑΤΡΙΚΗ Ε.Π.Ε.
C0026353,SPECIALTY THERAPEUTICS IKE ΕΜΠΟΡΙΑ ΦΑΡΜΑΚΕΥΤΙΚΩΝ Ι
C0026356,ΧΑΡΙΤΟΣ ΔΗΜΟΣΘ.-ΧΑΡΙΤΟΣ ΓΡΗΓ. & ΣΙΑ ΟΕ
C0026359,SUXESS P.C.
C0026362,TEAM CANDI ΠΕΠΗΣ ΕΜΜ-ΓΙΑΝΝΟΠΟΥΛΟΣ ΣΤ. ΟΕ
C0026367,PHARMASQUARE ΕΤΑΙΡΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ
C0026371,ΞΑΝΘΟΠΟΥΛΟΥ ΘΕΟΔ. & ΜΑΡΙΑ ΟΕ PHOTOWORLD
C0026372,ΚΑΡΑΜΠΕΛΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ & ΣΙΑ ΕΕ
C0026373,Δ.ΚΑΡΑΣΑΝΤΕΣ Κ ΣΙΑ ΕΕ
C0026376,TENEO PRODA AE
C0026378,GEOAXIS ΜΟΝ. ΕΠΕ
C0026379,JUMP OUT E.E
C0026380,EVELLON ΑΕ
C0026381,SLS RESORTS & SPA ΜΟΝΟΠΡΟΣΩΠΗ ΙΚΕ
C0026383,HERON CONTROL SYSTEMS  Ι Κ Ε
C0026389,CITY INSURANCE BROKERS  AE
C0026390,ΖΑΧΑΡΙΑΣ ΜΙΧΑΛΗΣ ΚΑΙ ΣΙΑ ΟΕ
C0026399,LOGICEA HELLAS IKE
C0026400,ΠΟΤΑΜΙΤΗ Α. & ΣΙΑ ΕΕ
C0026402,ΚΟΒΟΥΣΙΔΗ ΑΦΟΙ  Ο.Ε.
C0026404,TOURISMA M.Ε.Π.Ε.
C0026408,ΣΑΜΑΡΤΖΗΣ Λ. & ΣΙΑ ΟΕ
C0026409,MEDIPOWER A.E.
C0026410,EXELIA E.E
C0026413,ΜΗΤΡΟΠΟΥΛΟΣ Β.Κ ΣΙΑ Ε.Ε.
C0026416,ΣΙΑΚΩΤΟΣ ΓΕΩΡΓΙΟΣ ΚΑΙ ΣΙΑ ΟΕ
C0026420,DIOMED AE
C0026421,ΔΑΜΙΑΝΙΔΗΣ Σ.&Κ.  ΟΕ
C0026422,ΝΤΙΒΑΝΙΔΗ ΑΦΟΙ & ΣΙΑ ΟΕ
C0026423,ONFLOW ΙΚΕ
C0026426,ΖΩΝΙΟΥ Α.-ΜΠΕΚΡΗΣ Κ. ΟΕ
C0026427,SCOOTERISE IKE
C0026429,GLOWBOX Μ. ΕΠΕ
C0026430,AUTOGLASS  SERVICE ΑΕ
C0026431,ΠΑΡΜΑΞΙΔΟΥ ΕΙΡΗΝΗ ΠΑΡΜΑΞΙΔΟΥ ΕΥΑΓΓΕΛΙΑ ΚΑΙ ΣΙΑ ΟΕ
C0026432,ΠΑΡΓΙΑΝΑ Α & ΣΙΑ ΕΕ
C0026434,INSURANCE CLUB OLA IKE
C0026440,VENUS ΜΑΝΑΟΣ ΓΕΩΡΓΙΟΣ Ε.Ε
C0026441,PROVISION ΜΟΝΟΠΡΟΣΩΠΗ
C0026444,ΠΑΝΤΕΛΗΣ Κ  ΚΑΙ  ΣΙΑ ΕΕ
C0026445,ΠΑΝΑΚΑΚΗΣ ΑΝΩΝΥΜΟΣ ΕΜΠΟΡΙΚΗ ΒΙΟΜΗΧΑΝΙΚΗ ΕΙΣΑΓΩΓΙΚΗ
C0026446,BOHEME IKE
C0026447,ΟΠΤΙΚΑ ΑΡΑΘΥΜΟΣ ΕΕ
C0026448,COMBO BOOKS ΕΜΠΟΡΙΑ ΞΕΝΟΓΛΩΣΣΩΝ ΒΙΒΛΙΩΝ ΑΝΩΝΥΜΟΣ Ε
C0026452,MYKONOS COSIERGE ΤΟΥΡ. ΕΠΙΧ. ΜΟΝ/ΠΗ ΙΚΕ
C0026454,ΝΕΑ ΓΗ ΒΙΟΛΙΠΑΣΜΑΤΑ ΑΕ
C0026456,GANIS - ΕΙΣΑΓΩΓΕΣ ΣΥΝΘΕΤΙΚΩΝ ΥΦΑΣΜ. ΕΠΕ
C0026457,ΓΚΙΟΥΛΕΚΑΣ Π.-ΓΚΟΛΤΣΙΟΣ Α. ΟΕ
C0026458,ΚΑΠΠΑ Μ.Ε.Π.Ε.
C0026459,ΜΑΝΕΣΗΣ ΒΙΚΕΝΤΙΟΣ ΚΑΙ ΣΙΑ Ο.Ε
C0026461,GEROFIN ΜΟΝ.ΙΚΕ
C0026462,ΙΔ.ΠΑΘΟΛΟΓΟΑΝΑΤΟΜΙΚΟ ΕΡΓΑΣΤ.ΑΝΑΤ.ΑΤΤ.ΙΚΕ
C0026471,ΝΑΥΤΙΛΙΑΚΟΙ ΕΞΟΠΛΙΣΜΟΙ ΛΕΣΒΟΥ Ε.Ε.
C0026474,GLOBAL INSURANCE IKE
C0026475,ΚΟΥΤΣΕΡΙΝΑΚΗΣ ΣΤΥΛΙΑΝΟΣ  & ΣΙΑ ΕΕ PER
C0026477,ΠΑΠΑΔΟΠΟΥΛΟΣ Ι.Κ ΣΙΑ ΟΕ
C0026479,Π. ΕΛΑΑ ΙΚΕ
C0026483,SIRECLED ΕΛΛΑΣ ΑΕ
C0026485,NEW SIGNS ΕΠΕ
C0026495,ΔΗΜΗΤΡΙΟΥ-ΜΑΚΡΥΓΙΑΝΝΗΣ & ΣΙΑ Ο.Ε
C0026496,ΛΑΜΕΝΤ ΙΚΕ
C0026499,SECOND HAND LUX P.C.
C0026500,ΜΟΡΑΓΕΜΟΥ ΧΡΙΣΤΙΝΑ & ΣΙΑ ΕΕ(ION)
C0026501,ΑΜΑΡΑΝΤΙΔΗΣ ΔΗΜ-ΜΠΟΥΝΑΤΣΟΥ ΜΑΡΙΑΝΝΑ ΟΕ
C0026502,ΠΡΩΤΟΨΑΛΤΗΣ Θ & ΔΟ.Ε
C0026510,ΤΡΟΦΟΔΟΤΗΣ ΑΕ
C0026511,Ch-M LIGHTHOUSE HOTEL PC IKE
C0026512,ECOPEST SERVICE
C0026514,ΤΣΟΚΑΝΑ ΣΤΑΜΑΤΙΑ - ΑΘΗΝΑ ΟΕ
C0026516,Δ.Ι. JASYNKO Ι.Κ.Ε.
C0026518,Innovative and Outsourcing services Ε.Ε
C0026521,INNOVENTA  MIKE
C0026524,ΣΤΑΥΡΟΥΛΗΣ ΣΤΕΦΑΝΟΣ & ΥΙΟΙ Ο.Ε
C0026530,EASY MAIL AE ΤΑΧΥΜΕΤΑΦΟΡΩΝ
C0026531,ΙΔ. ΔΙΑΓΝ.ΕΡΓ. ΜΙΚΡΟΔΙΑΓΝΩΣΤΙΚΗ ΑΕ
C0026534,ΚΑΡΥΔΗΣ ΑΕ
C0026535,ΑΛΦΑ QUALITY FOODS
C0026538,Α. ΣΤΕΡΓΙΟΥ ΚΑΙ ΣΙΑ Ο.Ε.
C0026542,ΠΑΠΑΔΟΠΟΥΛΟΥ Κ ΣΙΑ ΟΕ
